priority,gapType,slot,item,color,material,suggestedKey,suggestedFilename,searchQuery,unsplashSearchUrl,pexelsSearchUrl,licenseNote
P2,colorLocked,top,Chambray shirt,olive,cotton,top_olive_chambray-shirt_cotton_studio,assets/recommendation-stock/top-olive-chambray-shirt-cotton.jpg,olive cotton Chambray shirt flat lay studio product,https://unsplash.com/s/photos/olive%20cotton%20Chambray%20shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/olive%20cotton%20Chambray%20shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Flannel shirt,black,cotton,top_black_flannel-shirt_cotton_studio,assets/recommendation-stock/top-black-flannel-shirt-cotton.jpg,black cotton Flannel shirt flat lay studio product,https://unsplash.com/s/photos/black%20cotton%20Flannel%20shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/black%20cotton%20Flannel%20shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Flannel shirt,brown,cotton,top_brown_flannel-shirt_cotton_studio,assets/recommendation-stock/top-brown-flannel-shirt-cotton.jpg,brown cotton Flannel shirt flat lay studio product,https://unsplash.com/s/photos/brown%20cotton%20Flannel%20shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/brown%20cotton%20Flannel%20shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Flannel shirt,gray,cotton,top_gray_flannel-shirt_cotton_studio,assets/recommendation-stock/top-gray-flannel-shirt-cotton.jpg,gray cotton Flannel shirt flat lay studio product,https://unsplash.com/s/photos/gray%20cotton%20Flannel%20shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/gray%20cotton%20Flannel%20shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Flannel shirt,navy,cotton,top_navy_flannel-shirt_cotton_studio,assets/recommendation-stock/top-navy-flannel-shirt-cotton.jpg,navy cotton Flannel shirt flat lay studio product,https://unsplash.com/s/photos/navy%20cotton%20Flannel%20shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/navy%20cotton%20Flannel%20shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Flannel shirt,olive,cotton,top_olive_flannel-shirt_cotton_studio,assets/recommendation-stock/top-olive-flannel-shirt-cotton.jpg,olive cotton Flannel shirt flat lay studio product,https://unsplash.com/s/photos/olive%20cotton%20Flannel%20shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/olive%20cotton%20Flannel%20shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Graphic tee,beige,cotton,top_beige_graphic-tee_cotton_studio,assets/recommendation-stock/top-beige-graphic-tee-cotton.jpg,beige cotton Graphic tee flat lay studio product,https://unsplash.com/s/photos/beige%20cotton%20Graphic%20tee%20flat%20lay%20studio%20product,https://www.pexels.com/search/beige%20cotton%20Graphic%20tee%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Graphic tee,brown,cotton,top_brown_graphic-tee_cotton_studio,assets/recommendation-stock/top-brown-graphic-tee-cotton.jpg,brown cotton Graphic tee flat lay studio product,https://unsplash.com/s/photos/brown%20cotton%20Graphic%20tee%20flat%20lay%20studio%20product,https://www.pexels.com/search/brown%20cotton%20Graphic%20tee%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Graphic tee,cream,cotton,top_cream_graphic-tee_cotton_studio,assets/recommendation-stock/top-cream-graphic-tee-cotton.jpg,cream cotton Graphic tee flat lay studio product,https://unsplash.com/s/photos/cream%20cotton%20Graphic%20tee%20flat%20lay%20studio%20product,https://www.pexels.com/search/cream%20cotton%20Graphic%20tee%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Graphic tee,gray,cotton,top_gray_graphic-tee_cotton_studio,assets/recommendation-stock/top-gray-graphic-tee-cotton.jpg,gray cotton Graphic tee flat lay studio product,https://unsplash.com/s/photos/gray%20cotton%20Graphic%20tee%20flat%20lay%20studio%20product,https://www.pexels.com/search/gray%20cotton%20Graphic%20tee%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Graphic tee,navy,cotton,top_navy_graphic-tee_cotton_studio,assets/recommendation-stock/top-navy-graphic-tee-cotton.jpg,navy cotton Graphic tee flat lay studio product,https://unsplash.com/s/photos/navy%20cotton%20Graphic%20tee%20flat%20lay%20studio%20product,https://www.pexels.com/search/navy%20cotton%20Graphic%20tee%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Graphic tee,olive,cotton,top_olive_graphic-tee_cotton_studio,assets/recommendation-stock/top-olive-graphic-tee-cotton.jpg,olive cotton Graphic tee flat lay studio product,https://unsplash.com/s/photos/olive%20cotton%20Graphic%20tee%20flat%20lay%20studio%20product,https://www.pexels.com/search/olive%20cotton%20Graphic%20tee%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Graphic tee,white,cotton,top_white_graphic-tee_cotton_studio,assets/recommendation-stock/top-white-graphic-tee-cotton.jpg,white cotton Graphic tee flat lay studio product,https://unsplash.com/s/photos/white%20cotton%20Graphic%20tee%20flat%20lay%20studio%20product,https://www.pexels.com/search/white%20cotton%20Graphic%20tee%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Henley,black,cotton,top_black_henley_cotton_studio,assets/recommendation-stock/top-black-henley-cotton.jpg,black cotton Henley flat lay studio product,https://unsplash.com/s/photos/black%20cotton%20Henley%20flat%20lay%20studio%20product,https://www.pexels.com/search/black%20cotton%20Henley%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Henley,brown,cotton,top_brown_henley_cotton_studio,assets/recommendation-stock/top-brown-henley-cotton.jpg,brown cotton Henley flat lay studio product,https://unsplash.com/s/photos/brown%20cotton%20Henley%20flat%20lay%20studio%20product,https://www.pexels.com/search/brown%20cotton%20Henley%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Henley,gray,cotton,top_gray_henley_cotton_studio,assets/recommendation-stock/top-gray-henley-cotton.jpg,gray cotton Henley flat lay studio product,https://unsplash.com/s/photos/gray%20cotton%20Henley%20flat%20lay%20studio%20product,https://www.pexels.com/search/gray%20cotton%20Henley%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Henley,navy,cotton,top_navy_henley_cotton_studio,assets/recommendation-stock/top-navy-henley-cotton.jpg,navy cotton Henley flat lay studio product,https://unsplash.com/s/photos/navy%20cotton%20Henley%20flat%20lay%20studio%20product,https://www.pexels.com/search/navy%20cotton%20Henley%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Henley,olive,cotton,top_olive_henley_cotton_studio,assets/recommendation-stock/top-olive-henley-cotton.jpg,olive cotton Henley flat lay studio product,https://unsplash.com/s/photos/olive%20cotton%20Henley%20flat%20lay%20studio%20product,https://www.pexels.com/search/olive%20cotton%20Henley%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Hoodie,blue,cotton,top_blue_hoodie_cotton_studio,assets/recommendation-stock/top-blue-hoodie-cotton.jpg,blue cotton Hoodie flat lay studio product,https://unsplash.com/s/photos/blue%20cotton%20Hoodie%20flat%20lay%20studio%20product,https://www.pexels.com/search/blue%20cotton%20Hoodie%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Hoodie,burgundy,cotton,top_burgundy_hoodie_cotton_studio,assets/recommendation-stock/top-burgundy-hoodie-cotton.jpg,burgundy cotton Hoodie flat lay studio product,https://unsplash.com/s/photos/burgundy%20cotton%20Hoodie%20flat%20lay%20studio%20product,https://www.pexels.com/search/burgundy%20cotton%20Hoodie%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Hoodie,green,cotton,top_green_hoodie_cotton_studio,assets/recommendation-stock/top-green-hoodie-cotton.jpg,green cotton Hoodie flat lay studio product,https://unsplash.com/s/photos/green%20cotton%20Hoodie%20flat%20lay%20studio%20product,https://www.pexels.com/search/green%20cotton%20Hoodie%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Hoodie,light blue,cotton,top_light-blue_hoodie_cotton_studio,assets/recommendation-stock/top-light-blue-hoodie-cotton.jpg,light blue cotton Hoodie flat lay studio product,https://unsplash.com/s/photos/light%20blue%20cotton%20Hoodie%20flat%20lay%20studio%20product,https://www.pexels.com/search/light%20blue%20cotton%20Hoodie%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Hoodie,pink,cotton,top_pink_hoodie_cotton_studio,assets/recommendation-stock/top-pink-hoodie-cotton.jpg,pink cotton Hoodie flat lay studio product,https://unsplash.com/s/photos/pink%20cotton%20Hoodie%20flat%20lay%20studio%20product,https://www.pexels.com/search/pink%20cotton%20Hoodie%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Hoodie,red,cotton,top_red_hoodie_cotton_studio,assets/recommendation-stock/top-red-hoodie-cotton.jpg,red cotton Hoodie flat lay studio product,https://unsplash.com/s/photos/red%20cotton%20Hoodie%20flat%20lay%20studio%20product,https://www.pexels.com/search/red%20cotton%20Hoodie%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Hoodie,yellow,cotton,top_yellow_hoodie_cotton_studio,assets/recommendation-stock/top-yellow-hoodie-cotton.jpg,yellow cotton Hoodie flat lay studio product,https://unsplash.com/s/photos/yellow%20cotton%20Hoodie%20flat%20lay%20studio%20product,https://www.pexels.com/search/yellow%20cotton%20Hoodie%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Linen shirt,blue,linen,top_blue_linen-shirt_linen_studio,assets/recommendation-stock/top-blue-linen-shirt-linen.jpg,blue linen Linen shirt flat lay studio product,https://unsplash.com/s/photos/blue%20linen%20Linen%20shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/blue%20linen%20Linen%20shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Linen shirt,burgundy,linen,top_burgundy_linen-shirt_linen_studio,assets/recommendation-stock/top-burgundy-linen-shirt-linen.jpg,burgundy linen Linen shirt flat lay studio product,https://unsplash.com/s/photos/burgundy%20linen%20Linen%20shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/burgundy%20linen%20Linen%20shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Linen shirt,green,linen,top_green_linen-shirt_linen_studio,assets/recommendation-stock/top-green-linen-shirt-linen.jpg,green linen Linen shirt flat lay studio product,https://unsplash.com/s/photos/green%20linen%20Linen%20shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/green%20linen%20Linen%20shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Linen shirt,light blue,linen,top_light-blue_linen-shirt_linen_studio,assets/recommendation-stock/top-light-blue-linen-shirt-linen.jpg,light blue linen Linen shirt flat lay studio product,https://unsplash.com/s/photos/light%20blue%20linen%20Linen%20shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/light%20blue%20linen%20Linen%20shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Linen shirt,pink,linen,top_pink_linen-shirt_linen_studio,assets/recommendation-stock/top-pink-linen-shirt-linen.jpg,pink linen Linen shirt flat lay studio product,https://unsplash.com/s/photos/pink%20linen%20Linen%20shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/pink%20linen%20Linen%20shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Linen shirt,red,linen,top_red_linen-shirt_linen_studio,assets/recommendation-stock/top-red-linen-shirt-linen.jpg,red linen Linen shirt flat lay studio product,https://unsplash.com/s/photos/red%20linen%20Linen%20shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/red%20linen%20Linen%20shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Linen shirt,yellow,linen,top_yellow_linen-shirt_linen_studio,assets/recommendation-stock/top-yellow-linen-shirt-linen.jpg,yellow linen Linen shirt flat lay studio product,https://unsplash.com/s/photos/yellow%20linen%20Linen%20shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/yellow%20linen%20Linen%20shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Long-sleeve linen shirt,black,linen,top_black_long-sleeve-linen-shirt_linen_studio,assets/recommendation-stock/top-black-long-sleeve-linen-shirt-linen.jpg,black linen Long-sleeve linen shirt flat lay studio product,https://unsplash.com/s/photos/black%20linen%20Long-sleeve%20linen%20shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/black%20linen%20Long-sleeve%20linen%20shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Long-sleeve linen shirt,brown,linen,top_brown_long-sleeve-linen-shirt_linen_studio,assets/recommendation-stock/top-brown-long-sleeve-linen-shirt-linen.jpg,brown linen Long-sleeve linen shirt flat lay studio product,https://unsplash.com/s/photos/brown%20linen%20Long-sleeve%20linen%20shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/brown%20linen%20Long-sleeve%20linen%20shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Long-sleeve linen shirt,gray,linen,top_gray_long-sleeve-linen-shirt_linen_studio,assets/recommendation-stock/top-gray-long-sleeve-linen-shirt-linen.jpg,gray linen Long-sleeve linen shirt flat lay studio product,https://unsplash.com/s/photos/gray%20linen%20Long-sleeve%20linen%20shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/gray%20linen%20Long-sleeve%20linen%20shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Long-sleeve linen shirt,navy,linen,top_navy_long-sleeve-linen-shirt_linen_studio,assets/recommendation-stock/top-navy-long-sleeve-linen-shirt-linen.jpg,navy linen Long-sleeve linen shirt flat lay studio product,https://unsplash.com/s/photos/navy%20linen%20Long-sleeve%20linen%20shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/navy%20linen%20Long-sleeve%20linen%20shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Long-sleeve linen shirt,olive,linen,top_olive_long-sleeve-linen-shirt_linen_studio,assets/recommendation-stock/top-olive-long-sleeve-linen-shirt-linen.jpg,olive linen Long-sleeve linen shirt flat lay studio product,https://unsplash.com/s/photos/olive%20linen%20Long-sleeve%20linen%20shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/olive%20linen%20Long-sleeve%20linen%20shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Long-sleeve t-shirt,blue,cotton,top_blue_long-sleeve-t-shirt_cotton_studio,assets/recommendation-stock/top-blue-long-sleeve-t-shirt-cotton.jpg,blue cotton Long-sleeve t-shirt flat lay studio product,https://unsplash.com/s/photos/blue%20cotton%20Long-sleeve%20t-shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/blue%20cotton%20Long-sleeve%20t-shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Long-sleeve t-shirt,burgundy,cotton,top_burgundy_long-sleeve-t-shirt_cotton_studio,assets/recommendation-stock/top-burgundy-long-sleeve-t-shirt-cotton.jpg,burgundy cotton Long-sleeve t-shirt flat lay studio product,https://unsplash.com/s/photos/burgundy%20cotton%20Long-sleeve%20t-shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/burgundy%20cotton%20Long-sleeve%20t-shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Long-sleeve t-shirt,green,cotton,top_green_long-sleeve-t-shirt_cotton_studio,assets/recommendation-stock/top-green-long-sleeve-t-shirt-cotton.jpg,green cotton Long-sleeve t-shirt flat lay studio product,https://unsplash.com/s/photos/green%20cotton%20Long-sleeve%20t-shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/green%20cotton%20Long-sleeve%20t-shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Long-sleeve t-shirt,light blue,cotton,top_light-blue_long-sleeve-t-shirt_cotton_studio,assets/recommendation-stock/top-light-blue-long-sleeve-t-shirt-cotton.jpg,light blue cotton Long-sleeve t-shirt flat lay studio product,https://unsplash.com/s/photos/light%20blue%20cotton%20Long-sleeve%20t-shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/light%20blue%20cotton%20Long-sleeve%20t-shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Long-sleeve t-shirt,pink,cotton,top_pink_long-sleeve-t-shirt_cotton_studio,assets/recommendation-stock/top-pink-long-sleeve-t-shirt-cotton.jpg,pink cotton Long-sleeve t-shirt flat lay studio product,https://unsplash.com/s/photos/pink%20cotton%20Long-sleeve%20t-shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/pink%20cotton%20Long-sleeve%20t-shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Long-sleeve t-shirt,red,cotton,top_red_long-sleeve-t-shirt_cotton_studio,assets/recommendation-stock/top-red-long-sleeve-t-shirt-cotton.jpg,red cotton Long-sleeve t-shirt flat lay studio product,https://unsplash.com/s/photos/red%20cotton%20Long-sleeve%20t-shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/red%20cotton%20Long-sleeve%20t-shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Long-sleeve t-shirt,yellow,cotton,top_yellow_long-sleeve-t-shirt_cotton_studio,assets/recommendation-stock/top-yellow-long-sleeve-t-shirt-cotton.jpg,yellow cotton Long-sleeve t-shirt flat lay studio product,https://unsplash.com/s/photos/yellow%20cotton%20Long-sleeve%20t-shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/yellow%20cotton%20Long-sleeve%20t-shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Mock-neck top,black,cotton,top_black_mock-neck-top_cotton_studio,assets/recommendation-stock/top-black-mock-neck-top-cotton.jpg,black cotton Mock-neck top flat lay studio product,https://unsplash.com/s/photos/black%20cotton%20Mock-neck%20top%20flat%20lay%20studio%20product,https://www.pexels.com/search/black%20cotton%20Mock-neck%20top%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Mock-neck top,brown,cotton,top_brown_mock-neck-top_cotton_studio,assets/recommendation-stock/top-brown-mock-neck-top-cotton.jpg,brown cotton Mock-neck top flat lay studio product,https://unsplash.com/s/photos/brown%20cotton%20Mock-neck%20top%20flat%20lay%20studio%20product,https://www.pexels.com/search/brown%20cotton%20Mock-neck%20top%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Mock-neck top,gray,cotton,top_gray_mock-neck-top_cotton_studio,assets/recommendation-stock/top-gray-mock-neck-top-cotton.jpg,gray cotton Mock-neck top flat lay studio product,https://unsplash.com/s/photos/gray%20cotton%20Mock-neck%20top%20flat%20lay%20studio%20product,https://www.pexels.com/search/gray%20cotton%20Mock-neck%20top%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Mock-neck top,navy,cotton,top_navy_mock-neck-top_cotton_studio,assets/recommendation-stock/top-navy-mock-neck-top-cotton.jpg,navy cotton Mock-neck top flat lay studio product,https://unsplash.com/s/photos/navy%20cotton%20Mock-neck%20top%20flat%20lay%20studio%20product,https://www.pexels.com/search/navy%20cotton%20Mock-neck%20top%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Mock-neck top,olive,cotton,top_olive_mock-neck-top_cotton_studio,assets/recommendation-stock/top-olive-mock-neck-top-cotton.jpg,olive cotton Mock-neck top flat lay studio product,https://unsplash.com/s/photos/olive%20cotton%20Mock-neck%20top%20flat%20lay%20studio%20product,https://www.pexels.com/search/olive%20cotton%20Mock-neck%20top%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Oxford shirt,black,cotton,top_black_oxford-shirt_cotton_studio,assets/recommendation-stock/top-black-oxford-shirt-cotton.jpg,black cotton Oxford shirt flat lay studio product,https://unsplash.com/s/photos/black%20cotton%20Oxford%20shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/black%20cotton%20Oxford%20shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,top,Oxford shirt,brown,cotton,top_brown_oxford-shirt_cotton_studio,assets/recommendation-stock/top-brown-oxford-shirt-cotton.jpg,brown cotton Oxford shirt flat lay studio product,https://unsplash.com/s/photos/brown%20cotton%20Oxford%20shirt%20flat%20lay%20studio%20product,https://www.pexels.com/search/brown%20cotton%20Oxford%20shirt%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
